Sr_No,Location_Coordinates,Hospital_Name,Specialties,Address_Original_First_Line,State,District,Pincode,Telephone,Mobile_Number,Emergency_Num,Facilities,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Latitude,Longitude
18925,"18.1268043, 75.0271934",Ojas Ent and Dental Clinic,[],"Padasthal Road, Indapur",Maharashtra,Pune,413106.0,,,,,,,,18.1268043,75.0271934
18928,"18.1140272, 75.0319086",Shreus Nursing Home.,[],"Near Shah Sanskutik Bhavan, Indapur",Maharashtra,Pune,413106.0,,,,,,,,18.1140272,75.0319086
18931,"17.9751977, 74.993124",Care and Cure Clinic,[],"Walchandnagar, Indapur",Maharashtra,Pune,413114.0,,,,,,,,17.9751977,74.993124
18933,"20.5547497, 74.5100291",Dhanvantari General Hospital,[],"Malegaon Factory, Shivnagar",Maharashtra,Pune,413116.0,,,,,,,,20.5547497,74.5100291
18934,"18.1140272, 75.0319086",Sudarshan Nursing Home,[],"At Post Nimgaon Ketki, Indapur",Maharashtra,Pune,413120.0,,,,,,,,18.1140272,75.0319086
18935,"18.4592892, 74.5873348",Chandrika Hospital,[],"Plot No. 142 At Post Rawangaon, Tal. Daund",Maharashtra,Pune,413130.0,,,,,,,,18.4592892,74.5873348
18936,"18.1140272, 75.0319086",Khanaware Hospital,[],"Main Road, Bhigwan Tal Indapur",Maharashtra,Pune,413130.0,,,,,,,,18.1140272,75.0319086
18937,"18.1635845, 74.9612717",Thorat Accident and Maternity Hospital,[],"Pune Solapur Highway, Opp Grampanchayat Office, Bhigwan Indapur",Maharashtra,Pune,413130.0,,,,,,,,18.1635845,74.9612717
18938,"18.4483516, 74.4086069",Arogya Mandir Hospital And Maternity Home,[],"Shivaji Chauk,Varvand",Maharashtra,Pune,413801.0,,,,,,,,18.4483516,74.4086069
18940,"18.4592892, 74.5873348",Gaikwad Hospital,[],Savarkar Nagar Near Daund College Near Daund College,Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18941,"18.4568215, 74.580923",Jaykar Accident Fracture Hospital,[],"Near Daund College, Sawarkar Nagar, Daund",Maharashtra,Pune,413801.0,,,,,,,,18.4568215,74.580923
18942,"18.4592892, 74.5873348",Lonkar Hospital,[],"Near New Collage Bldg, Daund Pune",Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18943,"18.4592892, 74.5873348",Pyramid Hospital ( Kulkarni Medical Foundation ),[],"Sahakarnagar , Kurkumbha Road , Daund",Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18944,"18.4592892, 74.5873348",Sathe Hospital,[],"Ambedkar Chawk, Tal:Daund",Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18945,"18.4592892, 74.5873348",Sonone Surgical and Ophthalmic Hospital.,[],"Savarkar Nagar, Near Daund College, Tal Daund",Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18946,"18.4592892, 74.5873348",Sunayana Clinic And Hospital,[],"Jaihari Chowk ,Daund",Maharashtra,Pune,413801.0,,,,,,,,18.4592892,74.5873348
18947,"18.615727, 73.7656094",Aditya Birla Memorial Hospital,"['Accident and Emergency', '\\n Anesthesiology', '\\n Cardiology', '\\n Dentistry', '\\n Dermatology', '\\n Dietetics', '\\n Endocrinology', '\\n ENT', '\\n Gastroenterology', '\\n Immunology', '\\n Internal Medicine', '\\n Interventional  Radiology', '\\n Maxillofacial Surgery', '\\n Neonatal Surgery', '\\n Neonatology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Obstetricsand Gynaecology', '\\n Oncology', '\\n Ophthalmology', '\\n Orthopedics\\n Pathology', '\\n Pediatric', 'haematology and Oncology', '\\n Pediatrics', '\\n Plastic Surgery and Cosmetic Surgery', '\\n Rheumatology', '\\n Surgical Oncology']","Aditya Birla Hospital Marg, Chinchwad",Maharashtra,Pune,411033.0,,,"020 30717777,020 40707777","Ambulance,\nBlood Bank,\nEmergency Sevices\n, In Patient Services,\nOut Patient Services,",Private,Hospital,Allopathic,18.615727,73.7656094
18948,"18.5492705, 73.9368257","Columbia Asia Hospital, Pune","['Cardiology', '\\n Kidney  Transplantation', '\\n Neonatology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology', '\\n Obstetricsand Gynaecology', '\\n Orthopedics', '\\n Pediatrics\\n Surgical Gastroenterology', '\\n Trauma Surgery', '\\n Urology']","22/2A, Near Nyati Empire,\nKharadi Bypass Road",Maharashtra,Pune,410014.0,,,,"Intensive Care Service,\n24 Hours Laboratory,\nBlood storage center,\nPharmacy,\nRadiology services,  MRI, CT, Imaging services",Private,Hospital,Allopathic,18.5492705,73.9368257
18949,"18.5076495, 73.8295031",Sahyadri Hospital,"['Anesthesiology', '\\n Critical Care', '\\n ENT', '\\n General Surgery', '\\n haematology', '\\n Internal Medicine', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology', '\\n Oncology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Pediatrics', '\\n Plastic Surgery', '\\n Radiology\\n Surgical Oncology', '\\n Urology']","30C, Erandawane, Karve Road, Deccan Gymkhana",Maharashtra,Pune,411004.0,,,,"Biochemistry, microbiology, Path lab, Blood bank, Pharmacy, Emergency, ICU, CCU,",Private,Hospital,Allopathic,18.5076495,73.8295031
18950,"18.5042104, 73.9014439",CIMETs Inamdar Multispeciality Hospital,"['Cardiology', '\\n Dentistry', '\\n Dermatology', '\\n Endocrinology', '\\n Endoscopy', '\\n Gastroenterology', '\\n General Surgery', '\\n haematology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology', '\\n Obstetricsand Gynaecology', '\\n Oncology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Pediatrics', '\\n Physiotherapy', '\\n Plastic Surgery', '\\n Psychiatry', '\\n Rheumatology', '\\n Urology']","Hospital Building S.No 15, Fatima Nagar",Maharashtra,Pune,411040.0,,,"020 66812333,020 66812255","24 HRS Ambulance,\nCasualty/ 24 hrs Emergency,\n24 HRS Pharmacy\n, CT Scan\nICU",Private,Hospital,Allopathic,18.5042104,73.9014439
18951,"18.5302599, 73.876847",Jehangir Hospital,"['Bone Marrow Transplant', '\\n Cardiology', '\\n Critical Care', '\\n Gastroenterology', '\\n Joint Replacement Surgery', '\\n Kidney Transplantation', '\\n Nephrology', '\\n Neurology', '\\n Oncology', '\\n Orthopedics', '\\n Preventive Medicine / Wellness', '\\n Spine Surgery']","32, Sassoon Road, Pune, Maharashtra",Maharashtra,Pune,411001.0,,,,"Health Check up, Blood bank, Pharmacy, ICU, CCU,",Private,Hospital,Allopathic,18.5302599,73.876847
18952,"18.5297988, 73.8386901",Sancheti Institute for Orthopedic and Rehabilitation,"['Anesthesiology', '\\n Diabetology', '\\n General Medicine', '\\n Hip Surgery', '\\n Joint Replacement Surgery', '\\n Neurology', '\\n Orthopedics', '\\n Pediatric', 'Orthopedics', '\\n Plastic and Reconstructive Surgery', '\\n Rheumatology', '\\n Spine Surgery', '\\n Sports Injuries', '\\n Trauma Surgery']","16, Shivaji Nagar",Maharashtra,Pune,411005.0,,,,"Ambulance,\nCasualty Service,\nX-ray department, and Pathology Lab\nPharmacy,\nBlood Storage  Centre,\nDigital X-Ray with Fluoroscopy,\nCT Scan,\nMRI",Private,Hospital,Allopathic,18.5297988,73.8386901
18953,"18.534261, 73.88542",Inlaks Budhrani Hospital,"['Accident and Emergency', '\\n Anesthesiology', '\\n Ayurveda', '\\n Bariatric and Metabolic Surgery', '\\n Bone Marrow  Transplant', '\\n Cardiology', '\\n Cosmetic Surgery', '\\n Critical Care', '\\n Dentistry', '\\n Dermatology', '\\n Endocrinology', '\\n Endoscopy', '\\n ENT', '\\n Gastroenterology', '\\n General Medicine', '\\n General Surgery', '\\n haematology', '\\n Homeopathy', '\\n Joint Replacement Surgery', '\\n Kidney Transplantation', '\\n Laparoscopic Surgery', '\\n Medical Oncology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology', '\\n Nuclear Medicine', '\\n Obstetricsand Gynaecology', '\\n Oncology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Pain Management', '\\n Pathology', '\\n Pediatric', 'Orthopedics', '\\n Pediatric Surgery', '\\n Pediatrics and Neonatology', '\\n Psychiatry', '\\n Radiation Oncology', '\\n Radiology', '\\n Spine Surgery', '\\n Urology', '\\n Vascular Surgery']","7 - 9, Koregaon Park",Maharashtra,Pune,411001.0,,,020 66099719,"Blood Bank,\nEmergency,\nPharmacy,\nAmbulance",Private,Hospital,"Allopathic, Ayush/ Ayurveda/ Homeopathy",18.534261,73.88542
18954,"18.519888, 73.867026",Kem Hospital,"['Medicine', '\\n Surgery', '\\n Obstetrics  and Gynaecology', '\\n Pediatrics', '\\n Anesthesia', '\\n Pathology', '\\n Radiology']","489 Rasta Peth, Sardar Moodliar Road",Maharashtra,Pune,411011.0,,,,"Blood Bank,\nSocial Service Department,\n Academics,\n Pharmacy\n",Private,Hospital,Allopathic,18.519888,73.867026
18955,"18.5276554, 73.8748181",Ruby Hall Clinic,"['Anesthesiology', '\\n Cardiology', '\\n Cosmetology', '\\n Critical Care', '\\n Dentistry', '\\n Dermatology', '\\n Endocrinology', '\\n Endoscopy', '\\n ENT', '\\n Gastroenterology', '\\n General Surgery', '\\n haematology', '\\n IVF and Infertility', '\\n Joint Replacement Surgery', '\\n Kidney Transplantation', '\\n Neonatology', '\\n Neuro Surgery\\n Neurology', '\\n Nuclear Medicine', '\\n Obstetricsand Gynaecology', '\\n Oncology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Pain Management', '\\n Pediatric', 'Orthopedics', '\\n Pediatric Surgery', '\\n Pediatrics and Neonatology', '\\n Psychiatry', '\\n Spine Surgery', '\\n Vascular Surgery']",40 Sassoon Road,Maharashtra,Pune,411001.0,,,,"Blood Bank,\nInterventional Radiology,,\nDepartment Of Laboratory, Medicine,\nMolecular Imaging - PET CT",Private,Hospital,Allopathic,18.5276554,73.8748181
18956,"18.5204303, 73.8567437",Chaitanya Stem Cell Center,"['Anesthesiology', '\\n General Medicine', '\\n General Surgery', '\\n Gynaecology', '\\n Neuro Surgery', '\\n Orthopedic Surgery', '\\n Psychiatry', '\\n Radiology']","Rahi Sakha Apt., S.No.133, Pune - Sinhagad Road, Parvati",Maharashtra,Pune,411030.0,,,,"X - Ray,\nUltrasonography,\n24 hours  ambulance service,\nOperation theatre with ultramodern equipments,\nCentrally computerized ICU",Private,Hospital,Allopathic,18.5204303,73.8567437
18957,"18.5085936, 73.831721",Deenanath mangeshkar Hospital,"['Cardiology', '\\n Dermatology', '\\n General Medicine', '\\n General Surgery', '\\n Gynaecology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Psychiatry', '\\n Radiology', 'Neuro surgery', 'Ophthalmology', 'Dentistry', 'Genetics']",Erandawne,Maharashtra,Pune,411004.0,,,1050,"Pharmacy,\nBlood Bank,\nAmbulance Services,  MRI, Endoscopic Sonography, 64 slice Cardiac CT Scan, Lithotripter,",Private,Hospital,Allopathic,18.5085936,73.831721
18958,"18.5302599, 73.876847",N.M.Wadia Institute Of Cardiology,['Cardiology'],"32, Sassoon Road",Maharashtra,Pune,411001.0,,,,"Nasan Central Monitoring, Archiving System\nDefibrillators\nSeimens and Dragger, Ventilators and non invasive BIPAP and Seimens SERVOi ventilators,\nTransvenous temporary pacing",Private,Hospital,Allopathic,18.5302599,73.876847
18959,"18.4988776, 73.8572059",Sai Sneh Hospital,"['Anesthesiology', '\\n Cardiology', '\\n Chest Physician', '\\n Dentistry', '\\n Dermatology', '\\n Dietetics', '\\n Endoscopy', '\\n ENT', '\\n Gastroenterology', '\\n General Medicine', '\\n General Surgery', '\\n Gynaecology', '\\n Laparoscopic  Surgery', '\\n Maxillofacial Surgery', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology\\n Ophthalmology\\n Orthopedic Surgery', '\\n Pathology', '\\n Pediatrics', '\\n Physiotherapy', '\\n Plastic Surgery', '\\n Psychiatry', '\\n Psychology', '\\n Sonology', '\\n Surgical Oncology', '\\n Urology']","Pune-Satara highway, Opposite PMT Bus depot, Katraj",Maharashtra,Pune,411046.0,,,,"4 hour trauma and accident centre,\n24 hour Ambulance,\nWell equipped ICU\nWell equipped Operation Theaters,\n25 bedded indoor facility",Private,Hospital,Allopathic,18.4988776,73.8572059
18960,"18.4609513, 73.8693561",Vora Multispeciality Dental Clinic And Implant Centre,['Dentistry'],"Flat No 5 567/4a Shivam Apartment Vastu Nagar Society, Bibvewadi Kondhwa Road, Bibvewadi",Maharashtra,Pune,411037.0,,,,,Private,Hospital,Allopathic,18.4609513,73.8693561
18961,"18.6297811, 73.7997094",Niramaya Hospital,"['Accident and Emergency', '\\n Anesthesiology', '\\n Cardiology', '\\n Chest Physician', '\\n Dentistry', '\\n Dermatology', '\\n Diabetology', '\\n Endocrinology', '\\n ENT', '\\n Gastroenterology', '\\n General Medicine', '\\n General Surgery', '\\n Joint Replacement Surgery', '\\n Medical Oncology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Neurology', '\\n Obstetricsand Gynaecology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Pathology', '\\n Pediatrics', '\\n Physiotherapy', '\\n Plastic Surgery', '\\n Psychiatry', '\\n Radiology', '\\n Surgical Oncology', '\\n Urology']","Survey No.4742, Behind Jai Hind Petrol Pump, Next to Chinchwad (E) Post Office, Chinchwad",Maharashtra,Pune,411019.0,,,,,Private,Hospital,Allopathic,18.6297811,73.7997094
18962,"18.527306, 73.873153",B.J.Medical College and Sassoon Hospital,"['Anesthesiology', '\\n Bio-Chemistry', '\\n Cardiology', '\\n Cardiothoracic Surgery', '\\n Cardiovascular Surgery', '\\n General Medicine', '\\n General Surgery', '\\n Micro-Biology', '\\n Nephrology', '\\n Neuro Surgery', '\\n Obstetrics and Gynaecology', '\\n Ophthalmology', '\\n Orthopedics', '\\n Otolaryngology', '\\n Pathology', '\\n Pediatric Surgery', '\\n Pediatrics', '\\n Physiotherapy', '\\n Plastic Surgery', '\\n Psychiatry', '\\n Radiology', '\\n UroSurgery']",Near Pune Railway Station,Maharashtra,Pune,411001.0,,,,,Private,Hospital,Allopathic,18.527306,73.873153
18963,"18.558007, 73.8075201",Sai Shree Hospital,"['Anesthesiology', '\\n Cardiology', '\\n ENT', '\\n General Surgery', '\\n Neuro Surgery', '\\n Orthopedics', '\\n Pathology', '\\n Radiology', '\\n Vascular Surgery']","251/252, Opposite Telephone Exchange, Near Parihar Chowk, Aundh",Maharashtra,Pune,411007.0,,,020 41088600,"ICU,\nBone mineral, densitometry,\nEEG, EMG and NCV  investigations,\nFoot scan for early diagnosis of diabetic complications,\nStretcher Lift\n24 hours Ambulance service\nIn house Medical Store\nPathology LAB\nX - Ray",Private,Hospital,Allopathic,18.558007,73.8075201
18964,"18.6297811, 73.7997094",Chavan hospital,[],"54, Stadium Road, Vastu Udyog - Ajmera Corner, Pimpri",Maharashtra,Pune,411018.0,,,,"Surgical Intensive Care Unit, Well equipped Operation Theater with 'C' Arm facility,\nAdvanced treatment for Fractures andOrthopedic Surgery, Arthroscopic Joint Surgery, Laparoscopic Abdominal Surgery,\nPlastic Surgery, Urology, Neuro-Surgery\nMedicine Intensive Care Unit, Consultants with all major sub-specialties, Normal Delivery and Other Gynaecology Operations\nX-Ray  facilities onsite, E.C.G., Ambulance Facility, 24 Hours Medical Store, Special Rooms,",Private,Hospital,Allopathic,18.6297811,73.7997094
18966,"18.5204303, 73.8567437",CGHS Dispensary No.2,[],,Maharashtra,Pune,,,,,,Public/ Government,Dispensary,Allopathic,18.5204303,73.8567437
18968,"18.5240566, 73.8646945",CGHS Dispensary No.4,[],"23, Mangalwar Peth",Maharashtra,Pune,411011.0,,,,,Public/ Government,Dispensary,Allopathic,18.5240566,73.8646945
18969,"18.5504471, 73.820586",CGHS Dispensary No.5,[],"Armament Colony, Banashwada Road",Maharashtra,Pune,411007.0,,,,,Public/ Government,Dispensary,Allopathic,18.5504471,73.820586
18970,"18.5204303, 73.8567437",CGHS Dispensary,[],,Maharashtra,Pune,,,,,,Public/ Government,Dispensary,Allopathic,18.5204303,73.8567437
18971,"18.4957425, 73.8611312",CGHS Dispensary No.7,[],"Swasthya Sadan, Mukund Nagar",Maharashtra,Pune,411037.0,,,,,Public/ Government,Dispensary,Allopathic,18.4957425,73.8611312
18972,"18.4957425, 73.8611312",CGHS Polyclinic,[],"Swasthya Sadan, Mukund Nagar",Maharashtra,Pune,411037.0,,,,,Public/ Government,Dispensary,Allopathic,18.4957425,73.8611312
18973,"18.5304995, 73.8520486",Sancheti Institute For Orthopaedics and Rehabilitation,"['Joint Replacement', 'Arthroscopy and Sport Injuries', 'Spine', 'Shoulder Surgery', 'Orthopaedic Oncology', 'Neurology', 'Rheumatology and Arthritis Clinic', '\\nHand and Microvascular Surgery', '\\nFoot and Ankle Surgery', '\\nPlastic and Reconstructive Surgery', '\\nFaciomaxillary and Dental Surgery', '\\nGeneral Medicine', 'General Orthopedics', 'Diabetes Clinic', '\\nAnaesthesiology.']","11/12 Thube Park, 16, Shivaji Nagar",Maharashtra,Pune,411005.0,,,020 28999960,"Sports Medicine Division, Diagnostic Services",Private,Hospital,Allopathic,18.5304995,73.8520486
18977,"18.8772346, 72.9283391",Dr. Babres Hospital,[],"545,Wani Ali,Uran",Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18983,"18.8772346, 72.9283391",Jijamata Hospital,[],"At Post Jasai, Near Dastan Phata, Uran",Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18984,"18.8772346, 72.9283391",Manish Hospital,[],Uran,Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18985,"18.8503201, 72.9557097",Palvi Hospital,[],Uran-Karanja Road,Maharashtra,Raigarh,400702.0,,,,,,,,18.8503201,72.9557097
18986,"18.8772346, 72.9283391",Sai Krupa Drushti Eye Hospital,[],Shree Hari Krupa H-102 Balai Road Uran,Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18987,"18.9915077, 73.1091404",Shree Hospital,[],"H-Wing,Harikrupa Apt.,Balaji Road,Uran,Navi",Maharashtra,Raigarh,400702.0,,,,,,,,18.9915077,73.1091404
18988,"18.8772346, 72.9283391",Shree Panta Clinic,[],"At Khopte, Po.Koproli, Tal.Uran",Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18989,"18.8796649, 72.9427347",Taneja Clinic,[],Union Building Kotnaka Uran Navi,Maharashtra,Raigarh,400702.0,,,,,,,,18.8796649,72.9427347
18990,"18.8772346, 72.9283391",Uran Children And General Hospital,[],"First Floor, Plot No.3, Sector-79-E, Anand Nagar, Uran",Maharashtra,Raigarh,400702.0,,,,,,,,18.8772346,72.9283391
18992,"18.2362513, 73.2840735",Dr. Vaidya Eye Hospital,[],"Kacheri Road, Mangaon",Maharashtra,Raigarh,402104.0,,,,,,,,18.2362513,73.2840735
18998,"18.734888, 73.0966019",Dhanwantari Clinic and Prasutalaya,[],"Usant Wadkhal Naka, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
18999,"18.734888, 73.0966019",Dharmi Clinic Maternity and Surgical Home,[],"Near Govt Hospital, Chinchapada Rd, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19000,"18.734888, 73.0966019",Jeevanrekha Hospital,[],"Opp Of Raigad Bazarm First Floor, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19002,"18.734888, 73.0966019",Mangala Nursing Home and Cancer Hospital,[],"At Umberde, Po Kproli, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19004,"15.888506, 73.8266659",Shree Mhatre Hospital,[],"Mumbai-Goa Highway, At & Po Vadkhal, Tal-Pen",Maharashtra,Raigarh,402107.0,,,,,,,,15.888506,73.8266659
19006,"18.734888, 73.0966019",Shree Siddhakala General Hospital,[],"Prabhu Ali, Near Shree Ambika Temple, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19008,"18.7437868, 73.1028732",Sitamai Rugnalay,[],"Deo Ali,Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.7437868,73.1028732
19009,"18.7301684, 73.0921755",Soham Hospital,[],"Chinchpada, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.7301684,73.0921755
19010,"18.734888, 73.0966019",Suitikagruha and Achupuncher X-Ray Center,[],"At & Post:- Johe, Tal: Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19011,"18.7298687, 73.0927946",The Mahajan Nursing Home,[],"Chinchpada Road, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.7298687,73.0927946
19012,"18.734888, 73.0966019",Trimurti Clinic and Maternity Home,[],"Shashinil, Jawahar Nagar, Behind Bhaji Market, Pen",Maharashtra,Raigarh,402107.0,,,,,,,,18.734888,73.0966019
19013,"18.4389511, 73.1167514",Dr Jadhav Nursing Home,[],"Dr Jadhav Ashok Appasaheb, Reha Kolad Road, Damkhadi, Roha",Maharashtra,Raigarh,402109.0,,,,,,,,18.4389511,73.1167514
19016,"18.4389511, 73.1167514",Wagles Nursing Home,[],"Behind Sanjay Gandhi Hospital, Roha",Maharashtra,Raigarh,402109.0,,,,,,,,18.4389511,73.1167514
19017,"18.734888, 73.0966019",Dr.Rawoot Clinic,[],Shriwardhan,Maharashtra,Raigarh,402110.0,,,,,,,,18.734888,73.0966019
19018,"18.4371649, 73.1312725",Amrita Nursing Home,[],"At : Bhuvaneshwar, Post : Varse, Raigad, Post : Varse",Maharashtra,Raigarh,402116.0,,,,,,,,18.4371649,73.1312725
19020,"18.6584467, 72.8766554",Anandi Maternity and Child Hospital,[],"Opposite Megha Theatre, Chendhare Alibag- Raigad",Maharashtra,Raigarh,402201.0,,,,,,,,18.6584467,72.8766554
19021,"18.6461783, 72.875917",Dhamankar Clinic,[],"Shreebag No 3, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6461783,72.875917
19022,"21.8974003, 83.3949632",Dr S N Tiwary,[],Ramnath,Maharashtra,Raigarh,402201.0,,,,,,,,21.8974003,83.3949632
19023,"18.6553938, 72.8670819",Dr Vaje Nursing Home,[],"Dr Vaje Nursing Home, Shreebag - 2, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19024,"18.6553938, 72.8670819",Dr. S. N. Tiwary Surgical Clinic,[],"Ramnath,Alibaug,Near Alibaug S.T. Stand Ramnath Area",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19026,"18.6484409, 72.8819704",Dr.Kumthekar's Eye Hospital,[],"Plot No. M-25,Shribag, No.2, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6484409,72.8819704
19027,"18.6481648, 72.8818243",Jayashree Hospital,[],Shreebag No 2 Alibaug,Maharashtra,Raigarh,402201.0,,,,,,,,18.6481648,72.8818243
19028,"18.6553938, 72.8670819",Laxmi I C U and Nursing Center,[],"Opposite Raigad Bazar Alibag, Shreebag No.03, Near Ice Factory, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19029,"18.6553938, 72.8670819",Laxmi Icu and Nursing Center,[],"Opp Raigad Bazar,Near Ice Factory Shreebag No-3, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19030,"18.6584467, 72.8766554",Modern Nursing Home and Intensive Care Unit,[],"Chendhare, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6584467,72.8766554
19031,"18.6553938, 72.8670819",Prayas Hospital,[],"At- Gotheghar, Post-Kamarle, Tal - Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19032,"18.6553938, 72.8670819",R K Maternity Surgical and General Hospital,[],"Vishvangar, Chondhi, Kihim, Tal. Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19033,"18.6553938, 72.8670819",Sushrut Clinic,[],Opp Megha Theatre Chendhare Alibag,Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
19034,"18.6528079, 72.8710249",Tiwari Surgical Clinic,[],Ramnath Alibag,Maharashtra,Raigarh,402201.0,,,,,,,,18.6528079,72.8710249
19035,"18.6553938, 72.8670819",Vision Eye Care And Phaco Centre,[],"Nisarg, Shreebag No 3, Alibag",Maharashtra,Raigarh,402201.0,,,,,,,,18.6553938,72.8670819
